Date,Adjusted Close
2011/10/14,16.813833236694336
2011/10/17,17.87070083618164
2011/10/18,18.255016326904297
2011/10/19,16.957948684692383
2011/10/20,17.178932189941406
2011/10/21,18.793060302734375
2011/10/24,19.436790466308594
2011/10/25,18.629724502563477
2011/10/26,18.293447494506836
2011/10/27,18.37031364440918
2011/10/28,19.590513229370117
2011/10/31,20.166990280151367
2011/11/01,19.657772064208984
2011/11/02,19.9364013671875
2011/11/03,19.3791446685791
2011/11/04,18.51443099975586
2011/11/07,18.120506286621094
2011/11/08,17.976388931274414
2011/11/09,17.985994338989258
2011/11/10,17.87070083618164
2011/11/11,18.696975708007812
2011/11/14,18.93717384338379
2011/11/15,19.071687698364258
2011/11/16,19.263845443725586
2011/11/17,21.14699935913086
2011/11/18,21.4832706451416
2011/11/21,19.66737937927246
2011/11/22,19.734634399414062
2011/11/23,18.89874839782715
2011/11/25,18.600902557373047
2011/11/28,18.610511779785156
2011/11/29,18.139719009399414
2011/11/30,18.98521614074707
2011/12/01,19.206199645996094
2011/12/02,19.45600700378418
2011/12/05,19.1485538482666
2011/12/06,18.735408782958984
2011/12/07,19.06208038330078
2011/12/08,19.32149887084961
2011/12/09,19.350318908691406
2011/12/12,19.081298828125
2011/12/13,20.003658294677734
2011/12/14,20.205421447753906
2011/12/15,19.744243621826172
2011/12/16,20.08051872253418
2011/12/19,19.734634399414062
2011/12/20,19.10051155090332
2011/12/21,18.600902557373047
2011/12/22,18.456783294677734
2011/12/23,18.50482177734375
2011/12/27,18.101289749145508
2011/12/28,17.707368850708008
2011/12/29,17.832271575927734
2011/12/30,17.515209197998047
2012/01/03,17.765012741088867
2012/01/04,17.534421920776367
2012/01/05,16.756181716918945
2012/01/06,17.582460403442383
2012/01/09,18.562469482421875
2012/01/10,19.138944625854492
2012/01/11,20.339933395385742
2012/01/12,20.954837799072266
2012/01/13,21.51209259033203
2012/01/17,20.791505813598633
2012/01/18,20.311107635498047
2012/01/19,19.244630813598633
2012/01/20,19.254241943359375
2012/01/23,19.206199645996094
2012/01/24,19.177371978759766
2012/01/25,19.350318908691406
2012/01/26,20.176597595214844
2012/01/27,21.675426483154297
2012/01/30,23.462499618530273
2012/01/31,23.32798957824707
2012/02/01,23.155046463012695
2012/02/02,24.519371032714844
2012/02/03,24.019758224487305
2012/02/06,22.828380584716797
2012/02/07,22.338375091552734
2012/02/08,22.540143966674805
2012/02/09,23.85642433166504
2012/02/10,23.93328857421875
2012/02/13,23.70269775390625
2012/02/14,23.347206115722656
2012/02/15,22.36720085144043
2012/02/16,23.174266815185547
2012/02/17,24.02936553955078
2012/02/21,24.019758224487305
2012/02/22,24.356035232543945
2012/02/23,25.72996711730957
2012/02/24,26.268007278442383
2012/02/27,27.488216400146484
2012/02/28,26.709972381591797
2012/02/29,25.24957275390625
2012/03/01,24.03897476196289
2012/03/02,24.9709415435791
2012/03/05,24.19270133972168
2012/03/06,22.645828247070312
2012/03/07,23.66426658630371
2012/03/08,24.12544822692871
2012/03/09,24.500158309936523
2012/03/12,25.163095474243164
2012/03/13,25.528194427490234
2012/03/14,25.94133758544922
2012/03/15,26.104677200317383
2012/03/16,25.86447525024414
2012/03/19,26.03742218017578
2012/03/20,25.979772567749023
2012/03/21,27.60350799560547
2012/03/22,27.593902587890625
2012/03/23,29.188814163208008
2012/03/26,31.465885162353516
2012/03/27,30.84136962890625
2012/03/28,29.736459732055664
2012/03/29,29.928621292114258
2012/03/30,30.389799118041992
2012/04/02,31.06235694885254
2012/04/03,31.658039093017578
2012/04/04,29.79410743713379
2012/04/05,29.746068954467773
2012/04/09,29.304105758666992
2012/04/10,30.01508903503418
2012/04/11,31.148818969726562
2012/04/12,32.55158233642578
2012/04/13,33.00314712524414
2012/04/16,31.677261352539062
2012/04/17,31.888633728027344
2012/04/18,31.033525466918945
2012/04/19,31.984708786010742
2012/04/20,30.879802703857422
2012/04/23,30.620391845703125
2012/04/24,30.92784309387207
2012/04/25,30.67803955078125
2012/04/26,31.456281661987305
2012/04/27,32.42668533325195
2012/04/30,31.725299835205078
2012/05/01,33.62766647338867
2012/05/02,27.766841888427734
2012/05/03,27.65154266357422
2012/05/04,25.931732177734375
2012/05/07,23.93328857421875
2012/05/08,23.94289779663086
2012/05/09,25.01898193359375
2012/05/10,23.769954681396484
2012/05/11,21.675426483154297
2012/05/14,21.51209259033203
2012/05/15,21.43523406982422
2012/05/16,20.08051872253418
2012/05/17,19.72503089904785
2012/05/18,18.255016326904297
2012/05/21,19.71541976928711
2012/05/22,19.023651123046875
2012/05/23,19.119726181030273
2012/05/24,19.64816665649414
2012/05/25,19.46561050415039
2012/05/29,18.76423454284668
2012/05/30,16.371870040893555
2012/05/31,17.91874122619629
2012/06/01,16.96755599975586
2012/06/04,16.025981903076172
2012/06/05,15.151664733886719
2012/06/06,15.276565551757812
2012/06/07,13.095571517944336
2012/06/08,12.951454162597656
2012/06/11,11.366151809692383
2012/06/12,12.432626724243164
2012/06/13,12.413410186767578
2012/06/14,12.980277061462402
2012/06/15,12.586353302001953
2012/06/18,12.48066520690918
2012/06/19,13.01871109008789
2012/06/20,13.124395370483398
2012/06/21,12.845765113830566
2012/06/22,13.134003639221191
2012/06/25,13.268513679504395
2012/06/26,13.03792667388916
2012/06/27,13.345378875732422
2012/06/28,13.508712768554688
2012/06/29,13.691261291503906
2012/07/02,13.066749572753906
2012/07/03,14.325385093688965
2012/07/05,13.547142028808594
2012/07/06,13.03792667388916
2012/07/09,13.585575103759766
2012/07/10,13.508712768554688
2012/07/11,12.903414726257324
2012/07/12,12.567136764526367
2012/07/13,13.105181694030762
2012/07/16,12.471057891845703
2012/07/17,11.923407554626465
2012/07/18,12.54792308807373
2012/07/19,11.942625045776367
2012/07/20,12.009879112243652
2012/07/23,11.769682884216309
2012/07/24,11.96183967590332
2012/07/25,12.269292831420898
2012/07/26,10.453397750854492
2012/07/27,12.317333221435547
2012/07/30,12.595961570739746
2012/07/31,13.585575103759766
2012/08/01,13.32616138458252
2012/08/02,11.731249809265137
2012/08/03,11.923407554626465
2012/08/06,12.019487380981445
2012/08/07,13.460673332214355
2012/08/08,13.547142028808594
2012/08/09,14.421463012695312
2012/08/10,8.368483543395996
2012/08/13,8.012990951538086
2012/08/14,7.571028232574463
2012/08/15,7.878480434417725
2012/08/16,7.907304286956787
2012/08/17,8.310834884643555
2012/08/20,8.82966136932373
2012/08/21,8.743193626403809
2012/08/22,8.531818389892578
2012/08/23,8.637505531311035
2012/08/24,10.155553817749023
2012/08/27,10.107514381408691
2012/08/28,10.981833457946777
2012/08/29,11.635170936584473
2012/08/30,11.433404922485352
2012/08/31,11.548700332641602
2012/09/04,11.529484748840332
2012/09/05,11.38536548614502
2012/09/06,11.519875526428223
2012/09/07,11.558307647705078
2012/09/10,12.490274429321289
2012/09/11,12.586353302001953
2012/09/12,12.672825813293457
2012/09/13,12.423019409179688
2012/09/14,12.298116683959961
2012/09/17,12.586353302001953
2012/09/18,11.952232360839844
2012/09/19,11.97144889831543
2012/09/20,11.50066089630127
2012/09/21,11.529484748840332
2012/09/24,11.529484748840332
2012/09/25,11.337325096130371
2012/09/26,11.414190292358398
2012/09/27,11.068305015563965
2012/09/28,11.433404922485352
2012/10/01,11.519875526428223
2012/10/02,11.74085807800293
2012/10/03,11.74085807800293
2012/10/04,12.144389152526855
2012/10/05,11.952232360839844
2012/10/08,11.923407554626465
2012/10/09,11.644780158996582
2012/10/10,11.81772232055664
2012/10/11,12.09635066986084
2012/10/12,12.086742401123047
2012/10/15,12.086742401123047
2012/10/16,12.269292831420898
2012/10/17,12.250079154968262
2012/10/18,11.856152534484863
