Date,Adjusted Close
2006/01/03,12.102015495300293
2006/01/04,12.176058769226074
2006/01/05,12.01125717163086
2006/01/06,12.26442813873291
2006/01/09,12.479381561279297
2006/01/10,12.345635414123535
2006/01/11,12.032754898071289
2006/01/12,11.875120162963867
2006/01/13,11.786750793457031
2006/01/17,11.750925064086914
2006/01/18,12.061415672302246
2006/01/19,12.419676780700684
2006/01/20,11.932442665100098
2006/01/23,11.815411567687988
2006/01/24,12.106795310974121
2006/01/25,11.88706111907959
2006/01/26,12.044696807861328
2006/01/27,12.156951904296875
2006/01/30,12.297867774963379
2006/01/31,12.508045196533203
2006/02/01,12.496105194091797
2006/02/02,12.295477867126465
2006/02/03,12.0924654006958
2006/02/06,12.133065223693848
2006/02/07,12.364745140075684
2006/02/08,11.977822303771973
2006/02/09,13.148138999938965
2006/02/10,13.195903778076172
2006/02/13,13.028717994689941
2006/02/14,13.062150955200195
2006/02/15,13.164854049682617
2006/02/16,13.188740730285645
2006/02/17,13.19351863861084
2006/02/21,13.054990768432617
2006/02/22,13.53505802154541
2006/02/23,13.549386978149414
2006/02/24,13.714186668395996
2006/02/27,13.948251724243164
2006/02/28,13.759567260742188
2006/03/01,14.041397094726562
2006/03/02,13.914813995361328
2006/03/03,14.027068138122559
2006/03/06,13.492067337036133
2006/03/07,13.496843338012695
2006/03/08,13.298606872558594
2006/03/09,13.226953506469727
2006/03/10,13.406084060668945
2006/03/13,13.527892112731934
2006/03/14,13.640148162841797
2006/03/15,13.726130485534668
2006/03/16,13.554165840148926
2006/03/17,13.630592346191406
2006/03/20,13.358317375183105
2006/03/21,13.222175598144531
2006/03/22,13.461017608642578
2006/03/23,13.66880989074707
2006/03/24,13.776286125183105
2006/03/27,13.771510124206543
2006/03/28,14.077225685119629
2006/03/29,14.368610382080078
2006/03/30,14.227693557739258
2006/03/31,14.208587646484375
2006/04/03,14.230081558227539
2006/04/04,14.576398849487305
2006/04/05,14.256351470947266
2006/04/06,14.031846046447754
2006/04/07,13.867045402526855
2006/04/10,13.721354484558105
2006/04/11,13.585213661193848
2006/04/12,14.225306510925293
2006/04/13,14.239636421203613
2006/04/17,14.90122127532959
2006/04/18,15.118565559387207
2006/04/19,15.190217018127441
2006/04/20,15.269034385681152
2006/04/21,15.023031234741211
2006/04/24,15.137675285339355
2006/04/25,15.137675285339355
2006/04/26,14.975260734558105
2006/04/27,15.128119468688965
2006/04/28,15.192605972290039
2006/05/01,14.829572677612305
2006/05/02,14.583563804626465
2006/05/03,15.976003646850586
2006/05/04,16.33664894104004
2006/05/05,16.482343673706055
2006/05/08,16.4345760345459
2006/05/09,16.470401763916016
2006/05/10,16.382028579711914
2006/05/11,16.324705123901367
2006/05/12,15.658344268798828
2006/05/15,15.772984504699707
2006/05/16,15.882855415344238
2006/05/17,15.35501766204834
2006/05/18,15.276201248168945
2006/05/19,15.33352279663086
2006/05/22,14.812850952148438
2006/05/23,15.106623649597168
2006/05/24,14.528632164001465
2006/05/25,14.640887260437012
2006/05/26,14.332784652709961
2006/05/30,13.878985404968262
2006/05/31,14.091553688049316
2006/06/01,14.820016860961914
2006/06/02,15.006311416625977
2006/06/05,14.612226486206055
2006/06/06,14.827183723449707
2006/06/07,14.583563804626465
2006/06/08,14.631331443786621
2006/06/09,14.757918357849121
2006/06/12,14.139322280883789
2006/06/13,13.972134590148926
2006/06/14,14.103495597839355
2006/06/15,15.04930305480957
2006/06/16,15.19499397277832
2006/06/19,14.858229637145996
2006/06/20,14.92271900177002
2006/06/21,15.50309944152832
2006/06/22,15.47921371459961
2006/06/23,15.897181510925293
2006/06/26,15.844639778137207
2006/06/27,15.257092475891113
2006/06/28,15.190217018127441
2006/06/29,16.10019874572754
2006/06/30,16.090646743774414
2006/07/03,16.34859275817871
2006/07/05,15.901960372924805
2006/07/06,16.22917366027832
2006/07/07,15.675061225891113
2006/07/10,15.266647338867188
2006/07/11,15.185441970825195
2006/07/12,15.56519603729248
2006/07/13,15.204548835754395
2006/07/14,14.927494049072266
2006/07/17,14.810463905334473
2006/07/18,14.908385276794434
2006/07/19,15.44338607788086
2006/07/20,14.927494049072266
2006/07/21,14.581177711486816
2006/07/24,15.070796966552734
2006/07/25,14.9633207321167
2006/07/26,14.9991455078125
2006/07/27,14.929883003234863
2006/07/28,15.414728164672852
2006/07/31,15.64162540435791
2006/08/01,15.171113014221191
2006/08/02,16.05721092224121
2006/08/03,16.79283332824707
2006/08/04,16.329484939575195
2006/08/07,16.10019874572754
2006/08/08,15.87330150604248
2006/08/09,15.47921371459961
2006/08/10,15.823140144348145
2006/08/11,15.691781997680664
2006/08/14,15.928232192993164
2006/08/15,16.60654067993164
2006/08/16,16.8358211517334
2006/08/17,16.771337509155273
2006/08/18,16.914642333984375
2006/08/21,16.644752502441406
2006/08/22,16.859710693359375
2006/08/23,16.518169403076172
2006/08/24,16.647138595581055
2006/08/25,16.499061584472656
2006/08/28,17.005399703979492
2006/08/29,16.85015869140625
2006/08/30,16.86210060119629
2006/08/31,16.697296142578125
2006/09/01,16.656696319580078
