x,y
"01/2017",0.616
"02/2017",0.609
"03/2017",0.765
"04/2017",0.62
"05/2017",0.75
"06/2017",0.77
"07/2017",0.835
"08/2017",0.943
"09/2017",0.913
"10/2017",0.995
"11/2017",0.952
"12/2017",0.865
