x,y
"01/2014",2.833
"02/2014",2.957
"03/2014",3.477
"04/2014",3.123
"05/2014",3.027
"06/2014",3.696
"07/2014",3.922
"08/2014",3.888
"09/2014",4.492
"10/2014",5.189
"11/2014",4.677
"12/2014",5.93
