x,y
"01/2007",0.919
"02/2007",0.925
"03/2007",1.075
"04/2007",1.004
"05/2007",1.226
"06/2007",1.198
"07/2007",1.239
"08/2007",1.218
"09/2007",1.062
"10/2007",1.242
"11/2007",1.042
"12/2007",1.041
