x,y
"01/2009",0.213
"02/2009",0.226
"03/2009",0.296
"04/2009",0.334
"05/2009",0.347
"06/2009",0.406
"07/2009",0.439
"08/2009",0.46
"09/2009",0.523
"10/2009",0.52
"11/2009",0.479
"12/2009",0.653
