x,y
"01/2007",1.163
"02/2007",1.124
"03/2007",1.183
"04/2007",1.093
"05/2007",1.222
"06/2007",1.193
"07/2007",1.189
"08/2007",1.233
"09/2007",1.034
"10/2007",1.389
"11/2007",1.208
"12/2007",1.157
