x,y
"01/2016",0.807
"02/2016",0.824
"03/2016",1.069
"04/2016",1.088
"05/2016",1.04
"06/2016",1.211
"07/2016",1.157
"08/2016",1.401
"09/2016",1.325
"10/2016",1.322
"11/2016",1.382
"12/2016",1.391
