x,y
"01/2018",4.908
"02/2018",4.04
"03/2018",4.205
"04/2018",3.981
"05/2018",4.07
"06/2018",3.831
"07/2018",3.854
"08/2018",4.938
"09/2018",4.383
"10/2018",4.838
"11/2018",4.121
"12/2018",3.447
