x,y
"01/2013",6.129
"02/2013",5.886
"03/2013",6.617
"04/2013",7.387
"05/2013",8.213
"06/2013",7.741
"07/2013",9.229
"08/2013",9.243
"09/2013",9.238
"10/2013",11.87
"11/2013",11.059
"12/2013",12.039
