Date,Cumulative Returns
2007/06/14,0.0
2007/06/15,0.998712995916641
2007/06/18,0.9562419928488215
2007/06/19,0.9446588244155611
2007/06/20,0.9253538948482044
2007/06/21,0.9446588244155611
2007/06/22,1.0025739423252036
2007/06/25,1.0102960985083869
2007/06/26,1.0167307897176097
2007/06/27,1.0231657442928903
2007/06/28,1.019304995408871
2007/06/29,1.0054054566550166
2007/07/02,1.02882897047706
2007/07/03,1.020849769021383
2007/07/05,1.0154440490003085
2007/07/06,1.0249675631778958
2007/07/09,1.037323250100441
2007/07/10,1.00386061720099
2007/07/11,1.0054054566550166
2007/07/12,1.0041181892055997
2007/07/13,1.0159586004358971
2007/07/16,1.011582970908717
2007/07/17,1.0002574403215805
2007/07/18,0.9765762228118988
2007/07/19,0.9806949387496142
2007/07/20,0.9788929223400653
2007/07/23,1.0015442468803961
2007/07/24,0.988417160774312
2007/07/25,0.9902188479762887
2007/07/26,0.966795136629702
2007/07/27,0.9510936473078129
2007/07/30,0.9279279688564369
2007/07/31,0.9220074998752303
2007/08/01,0.9065637800824942
2007/08/02,0.9078505866413098
2007/08/03,0.9032173851095202
2007/08/06,0.9047616319899163
2007/08/07,0.8970398050143055
2007/08/08,0.8942084882090358
2007/08/09,0.8682110979033033
2007/08/10,0.844530209601194
2007/08/13,0.8491632794499547
2007/08/14,0.8352640699036725
2007/08/15,0.8483912876927855
2007/08/16,0.8504506785824005
2007/08/17,0.9034746279065571
2007/08/20,0.8996140107055667
2007/08/21,0.8924063401164577
2007/08/22,0.8972975087019436
2007/08/23,0.9101672203279616
2007/08/24,0.9335904049424325
2007/08/27,0.9129986029747457
2007/08/28,0.9039895743912324
2007/08/29,0.9101672203279616
2007/08/30,0.8998711876610893
2007/08/31,0.8975546198159517
2007/09/04,0.8985842494192449
2007/09/05,0.8929212866011332
2007/09/06,0.9068208911965021
2007/09/07,0.8622911556542123
2007/09/10,0.8545688019464857
2007/09/11,0.8504506785824004
2007/09/12,0.8380952550259131
2007/09/13,0.8465892712832365
2007/09/14,0.8509649666519312
2007/09/17,0.8530242917000318
2007/09/18,0.8646071967672342
2007/09/19,0.8512224069735117
2007/09/20,0.8612609334772892
2007/09/21,0.8610037565217666
2007/09/24,0.8594593779583415
2007/09/25,0.8692406616650818
2007/09/26,0.8890602743510562
2007/09/27,0.9055340187961721
2007/09/28,0.915613037831349
2007/10/01,0.9375790180475541
2007/10/02,0.9290510934102783
2007/10/03,0.9215566830256493
2007/10/04,0.9277588878472761
2007/10/05,0.9316355045362827
2007/10/08,0.9592871628930918
2007/10/09,0.9492086047485162
2007/10/10,0.9520509170867024
2007/10/11,0.9471411811941358
2007/10/12,0.9561859617200067
2007/10/15,0.9554109412531719
2007/10/16,0.9559276654587382
2007/10/17,0.9536016822770312
2007/10/18,0.9530846947054071
2007/10/19,0.9365455696364217
2007/10/22,0.9220734730727298
2007/10/23,0.9076015081920669
2007/10/24,0.893129411628375
2007/10/25,0.8796912243664168
2007/10/26,0.8709046742603
2007/10/29,0.888477840314048
2007/10/30,0.9045001753359528
2007/10/31,0.9218153743360046
2007/11/01,0.908893845438098
2007/11/02,0.9140620751164767
2007/11/05,0.8724549785600275
2007/11/06,0.8727136040288686
2007/11/07,0.852556158532145
2007/11/08,0.8564325118550938
2007/11/09,0.8417023823961912
2007/11/12,0.8104323377701296
2007/11/13,0.8360165725725583
2007/11/14,0.8398931234200505
2007/11/15,0.8553989976024471
2007/11/16,0.905017162907577
2007/11/19,0.9057921175328973
2007/11/20,0.9096690634294763
2007/11/21,0.9047584715972216
2007/11/23,0.9156130378313488
2007/11/26,0.8951967034997265
2007/11/27,0.89106192223248
2007/11/28,0.9223319010170272
2007/11/29,0.9458488439481044
2007/11/30,0.9662651124382122
2007/12/03,0.9629050224302282
2007/12/04,0.9510175345170843
2007/12/05,0.9510175345170843
2007/12/06,0.9724668563692376
2007/12/07,0.96703973785596
2007/12/10,0.9660064869693711
2007/12/11,0.9435232558154841
2007/12/12,0.9598040187816865
2007/12/13,0.9551524474673595
2007/12/14,0.9442982762823189
2007/12/17,0.9440395849719635
2007/12/18,0.9512758966198673
2007/12/19,0.9510175345170843
2007/12/20,0.9453321197425382
2007/12/21,0.9634220758433668
2007/12/24,0.9804783201670053
2007/12/26,0.981253472316869
2007/12/27,0.9678152192133963
2007/12/28,0.9768601314222962
2007/12/31,0.9595455249958748
2008/01/02,0.9502421190011628
2008/01/03,0.9479161358194559
2008/01/04,0.9179384942809399
2008/01/07,0.8853765732994484
2008/01/08,0.85074742628812
2008/01/09,0.8623764204154518
2008/01/10,0.8776879304471308
2008/01/11,0.8673072255926491
2008/01/14,0.890663976119019
2008/01/15,0.8608193344397339
2008/01/16,0.874833371587253
2008/01/17,0.8488815436095344
2008/01/18,0.8372031683463493
2008/01/22,0.8237083573819463
2008/01/23,0.8151442857532261
2008/01/24,0.8462864661581856
2008/01/25,0.8623763545739374
2008/01/28,0.8657501396169313
2008/01/29,0.8514766210608831
2008/01/30,0.8670476783426055
2008/01/31,0.8756118158128402
2008/02/01,0.8795046953559212
2008/02/04,0.8782069591057035
2008/02/05,0.8462864661581856
2008/02/06,0.9018230593575736
2008/02/07,0.911425319986468
2008/02/08,0.8979302456560071
2008/02/11,0.911425319986468
2008/02/12,0.9135013029377297
2008/02/13,0.9303700306281555
2008/02/14,0.9135013029377297
2008/02/15,0.9103875260353808
2008/02/19,0.9129824718037006
2008/02/20,0.9083107529859455
2008/02/21,0.8865113518013513
2008/02/22,0.8961137441132746
2008/02/25,0.9000064261318121
