Date,Cumulative Returns
2020/09/30,0.0
2020/10/01,0.9957894776996813
2020/10/02,0.9684210325542248
2020/10/05,0.950526287681178
2020/10/06,1.0421052230031866
2020/10/07,1.0526315789473684
2020/10/08,1.0526315789473684
2020/10/09,1.0473684009752775
2020/10/12,1.0410526677181846
2020/10/13,0.9968421333714536
2020/10/14,0.9831579107987254
2020/10/15,1.0431578786749591
2020/10/16,1.0221052671733657
2020/10/19,1.0073683889288654
2020/10/20,0.9757895218698603
2020/10/21,0.9684210325542251
2020/10/22,1.0189474005448191
2020/10/23,0.9989473443282278
2020/10/26,1.0473684009752775
2020/10/27,1.1526315588700144
2020/10/28,1.142105303312603
2020/10/29,1.1315789473684212
2020/10/30,1.0663158015200969
2020/11/02,1.1094736801950558
2020/11/03,1.1052631578947372
2020/11/04,1.128421080739875
2020/11/05,1.2505263278358865
2020/11/06,1.4557894656532695
2020/11/09,1.5442105343467316
2020/11/10,1.4736842105263162
2020/11/11,1.6800000040154714
2020/11/12,1.5347368340743222
2020/11/13,1.6631579148141968
2020/11/16,1.676842137386925
2020/11/17,1.8789474085757614
2020/11/18,1.8842104861610822
2020/11/19,1.9978946886564564
2020/11/20,1.9105262756347663
