Date,Cumulative Returns
2014/10/09,0.0
2014/10/10,0.9651162414916252
2014/10/13,0.9053156031445018
2014/10/14,0.9913621187512709
2014/10/15,0.9136212508797724
2014/10/16,1.0023255712271455
2014/10/17,1.0186046331842284
2014/10/20,1.0365448627086034
2014/10/21,1.0033222717675208
2014/10/22,0.9973421952593957
2014/10/23,1.0531561581791447
2014/10/24,1.0667774153956235
2014/10/27,1.0983389021364776
2014/10/28,1.1245846526619965
2014/10/29,1.1401993109592259
2014/10/30,1.1445182832671221
2014/10/31,1.1837209507163298
2014/11/03,1.1607972818571417
2014/11/04,1.2129567394959113
2014/11/05,1.209966701241849
2014/11/06,1.2056478556680794
2014/11/07,1.2192691128845583
2014/11/10,1.2132890363764333
2014/11/11,1.20830559704162
2014/11/12,1.1764119401543713
2014/11/13,1.2189368160040366
2014/11/14,1.2292358648200579
2014/11/17,1.2249168925121616
2014/11/18,1.2245847223657667
2014/11/19,1.192358768597996
2014/11/20,1.197342207932809
2014/11/21,1.2023255205334955
2014/11/24,1.2189368160040368
2014/11/25,1.1893687303439335
2014/11/26,1.1794019784084342
2014/11/28,1.1757474731274549
2014/12/01,1.131229196197039
2014/12/02,1.1159468347803316
2014/12/03,1.0807308427584983
2014/12/04,1.0893687873742908
2014/12/05,1.106644549871749
2014/12/08,1.1292359218504153
2014/12/09,1.1541528650562274
2014/12/10,1.1345515313316237
2014/12/11,1.1136212635531861
2014/12/12,1.0970099680826448
2014/12/15,1.0744185961039785
2014/12/16,1.0637873771415622
2014/12/17,1.121594614407935
2014/12/18,1.1305647291701226
2014/12/19,1.1139534336995813
2014/12/22,1.1026577477102482
2014/12/23,1.129568091996811
2014/12/24,1.1136212635531866
2014/12/26,1.1159468347803323
2014/12/29,1.1325581302508736
2014/12/30,1.1159468347803323
2014/12/31,1.1166113018072492
2015/01/02,1.112292329499353
2015/01/05,1.1099667582722073
2015/01/06,1.0940199298285829
2015/01/07,1.0973421382290405
2015/01/08,1.1186045761538732
2015/01/09,1.10099664351002
2015/01/12,1.0980066052559576
2015/01/13,1.0807308427584994
2015/01/14,1.0803986726121044
2015/01/15,1.0807308427584996
2015/01/16,1.1063122529912286
2015/01/20,1.1242524825156037
2015/01/21,1.1242524825156037
2015/01/22,1.1624585127914997
2015/01/23,1.1132889666726657
2015/01/26,1.1019932806833326
2015/01/27,1.1355481685049371
2015/01/28,1.1534883980293122
2015/01/29,1.1624585127915
2015/01/30,1.117940235861084
2015/02/02,1.1059800828448338
2015/02/03,1.142524882186374
2015/02/04,1.148504958694499
2015/02/05,1.1863786920898731
2015/02/06,1.1694352264729366
2015/02/09,1.1325581302508745
2015/02/10,1.1548172053490189
2015/02/11,1.1435215193596857
2015/02/12,1.2315614360472056
2015/02/13,1.4382059922556605
2015/02/17,1.4059800384878898
2015/02/18,1.3621262285843907
2015/02/19,1.3684384752389107
2015/02/20,1.4441860687637853
2015/02/23,1.4043189342876607
2015/02/24,1.353156113822203
2015/02/25,1.3767441229741815
2015/02/26,1.3767441229741815
2015/02/27,1.365116266838453
2015/03/02,1.3833886665092232
2015/03/03,1.3813953921625994
2015/03/04,1.3362126482052668
2015/03/05,1.310298941092016
2015/03/06,1.2863787617936429
2015/03/09,1.304651161464413
2015/03/10,1.3059800955182468
2015/03/11,1.2970099807560593
2015/03/12,1.3488371415143072
2015/03/13,1.3089701337723094
2015/03/16,1.2767441800045387
2015/03/17,1.2395349136360816
2015/03/18,1.3873753419365982
2015/03/19,1.4036544672607443
2015/03/20,1.3760796559472648
2015/03/23,1.3661129040117652
2015/03/24,1.3265780664161624
2015/03/25,1.2624584557611427
2015/03/26,1.278737581085289
2015/03/27,1.292358838301768
2015/03/30,1.3342192471245162
2015/03/31,1.3255814292428505
2015/04/01,1.31794012180037
2015/04/02,1.3016611232103503
2015/04/06,1.303654524291101
2015/04/07,1.3126245123191618
2015/04/08,1.2936876456214748
2015/04/09,1.2624584557611427
2015/04/10,1.2803986852855178
2015/04/13,1.28770756911335
2015/04/14,1.2903654372210176
2015/04/15,1.312624512319162
2015/04/16,1.3149502102804347
2015/04/17,1.2990032551026833
2015/04/20,1.3156145505732246
2015/04/21,1.338205922551891
2015/04/22,1.3009966561834339
2015/04/23,1.3172757815075802
2015/04/24,1.2976744477829765
2015/04/27,1.3009966561834339
2015/04/28,1.3026577603836627
2015/04/29,1.3126245123191622
2015/04/30,1.2860464649131214
2015/05/01,1.2906976073674126
2015/05/04,1.3352158842978283
2015/05/05,1.322591390988788
2015/05/06,1.3372092853785786
2015/05/07,1.591362156771512
2015/05/08,1.5531561264956162
2015/05/11,1.5302325843705549
2015/05/12,1.6102990234691992
2015/05/13,1.6295680603132812
2015/05/14,1.6212624125780104
2015/05/15,1.6315614613940317
2015/05/18,1.6382060049290736
2015/05/19,1.6877075944601758
2015/05/20,1.7335548054444256
2015/05/21,1.7714285388397994
2015/05/22,1.7674418634124252
2015/05/26,1.743521557379925
2015/05/27,1.7578072816233208
2015/05/28,1.726245794882467
2015/05/29,1.687707594460176
2015/06/01,1.6654485193620314
2015/06/02,1.6235879838051563
2015/06/03,1.6435216144102822
2015/06/04,1.6428571473833653
2015/06/05,1.669435194789406
2015/06/08,1.6661129863889486
2015/06/09,1.6697673649358011
2015/06/10,1.6863786604063424
2015/06/11,1.6800664137518224
2015/06/12,1.6883720614870932
2015/06/15,1.695681072049052
2015/06/16,1.6926910337949896
2015/06/17,1.7142856418662173
2015/06/18,1.697674346395676
2015/06/19,1.6458471856374282
2015/06/22,1.7016611485571773
